source,source_url,project_name,full_name,description,stars,forks,language,topics,owner_type,license
"GitHub","https://github.com/MotiaDev/motia","motia","MotiaDev/motia","Multi-Language Backend Framework that unifies APIs, background jobs, queues, workflows, streams, and AI agents with a single core primitive with built-in observability and state management.","15069","1000","Python","agents, ai, api, backend, developer-tools, framework, genai, javascript, python, typescript","Organization",""
"GitHub","https://github.com/apache/doris","doris","apache/doris","Apache Doris is an easy-to-use, high performance and unified analytics database.","15025","3713","Java","agent, ai, bigquery, database, dbt, delta-lake, elt, hudi, iceberg, lakehouse, olap, paimon, query-engine, real-time, redshift, snowflake, spark, sql","Organization","Apache License 2.0"
"GitHub","https://github.com/plandex-ai/plandex","plandex","plandex-ai/plandex","Open source AI coding agent. Designed for large projects and real world tasks.","14993","1083","Go","ai, ai-agents, ai-developer-tools, ai-tools, cli, command-line, developer-tools, git, golang, gpt-4, llm, openai, polyglot-programming, terminal, terminal-based, terminal-ui","Organization","MIT License"
"GitHub","https://github.com/pydantic/pydantic-ai","pydantic-ai","pydantic/pydantic-ai","GenAI Agent Framework, the Pydantic way","14945","1646","Python","agent-framework, genai, llm, pydantic, python","Organization","MIT License"
"GitHub","https://github.com/microsoft/agent-lightning","agent-lightning","microsoft/agent-lightning","The absolute trainer to light up AI agents.","14913","1265","Python","agent, agentic-ai, llm, mlops, reinforcement-learning","Organization","MIT License"
"GitHub","https://github.com/agent0ai/agent-zero","agent-zero","agent0ai/agent-zero","Agent Zero AI framework","14860","3074","Python","agent, ai, assistant, autonomous, linux, zero","Organization","Other"
"GitHub","https://github.com/botpress/botpress","botpress","botpress/botpress","The open-source hub to build & deploy GPT/LLM Agents ⚡️","14554","2244","TypeScript","agent, ai, botpress, chatbot, chatgpt, gpt, gpt-4, langchain, llm, nlp, openai, prompt","Organization","MIT License"
"GitHub","https://github.com/Canner/WrenAI","WrenAI","Canner/WrenAI","⚡️ GenBI (Generative BI) queries any database in natural language, generates accurate SQL (Text-to-SQL), charts (Text-to-Chart), and AI-powered business intelligence in seconds.","14426","1543","TypeScript","agent, anthropic, bedrock, bigquery, business-intelligence, charts, duckdb, genbi, llm, openai, postgresql, rag, spreadsheets, sql, sqlai, text-to-chart, text-to-sql, text2sql, vertex","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/n8n-io/n8n","n8n","n8n-io/n8n","Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.","175015","54936","TypeScript","ai, apis, automation, cli, data-flow, development, integration-framework, integrations, ipaas, low-code, low-code-platform, mcp, mcp-client, mcp-server, n8n, no-code, self-hosted, typescript, workflow, workflow-automation","Organization","Other"
"GitHub","https://github.com/harry0703/MoneyPrinterTurbo","MoneyPrinterTurbo","harry0703/MoneyPrinterTurbo","利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.","49508","7019","Python","ai, automation, chatgpt, moviepy, python, shortvideo, tiktok","User","MIT License"
"GitHub","https://github.com/apache/airflow","airflow","apache/airflow","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows","44300","16501","Python","airflow, apache, apache-airflow, automation, dag, data-engineering, data-integration, data-orchestrator, data-pipelines, data-science, elt, etl, machine-learning, mlops, orchestration, python, scheduler, workflow, workflow-engine, workflow-orchestration","Organization","Apache License 2.0"
"GitHub","https://github.com/ComposioHQ/awesome-claude-skills","awesome-claude-skills","ComposioHQ/awesome-claude-skills","A curated list of awesome Claude Skills, resources, and tools for customizing Claude AI workflows","35569","3453","Python","agent-skills, ai-agents, antigravity, automation, claude, claude-code, codex, composio, cursor, gemini-cli, mcp, rube, saas, skill, workflow-automation","Organization",""
"GitHub","https://github.com/apify/crawlee","crawlee","apify/crawlee","Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation.","21732","1208","TypeScript","apify, automation, crawler, crawling, headless, headless-chrome, javascript, nodejs, npm, playwright, puppeteer, scraper, scraping, typescript, web-crawler, web-crawling, web-scraping","Organization","Apache License 2.0"
"GitHub","https://github.com/browserbase/stagehand","stagehand","browserbase/stagehand","The AI Browser Automation Framework","21145","1376","TypeScript","agents, ai, llms, playwright, puppeteer, selenium","Organization","MIT License"
"GitHub","https://github.com/Skyvern-AI/skyvern","skyvern","Skyvern-AI/skyvern","Automate browser based workflows with AI","20443","1813","Python","ai, api, automation, browser, browser-automation, computer, gpt, llm, playwright, powerautomate, puppeteer, python, rpa, selenium, vision, workflow","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/enescingoz/awesome-n8n-templates","awesome-n8n-templates","enescingoz/awesome-n8n-templates","Supercharge your workflow automation with this curated collection of n8n templates! Instantly connect your favorite apps-like Gmail, Telegram, Google Drive, Slack, and more-with ready-to-use, AI-powered automations. Save time, boost productivity, and unlock the true potential of n8n in just a few clicks.","19156","5487","null","automation, automation-templates, integration, n8n, n8n-automation, n8n-template, no-code-ai, no-code-automation, workflow-automation","User",""
"GitHub","https://github.com/Avaiga/taipy","taipy","Avaiga/taipy","Turns Data and AI algorithms into production-ready web applications in no time.","19066","1967","Python","automation, data-engineering, data-integration, data-ops, data-visualization, datascience, developer-tools, hacktoberfest, hacktoberfest2023, job-scheduler, mlops, orchestration, pipeline, pipelines, python, scenario, scenario-analysis, taipy-core, taipy-gui, workflow","Organization","Apache License 2.0"
"GitHub","https://github.com/leon-ai/leon","leon","leon-ai/leon","🧠 Leon is your open-source personal assistant.","16991","1422","TypeScript","ai, ai-assistant, artificial-intelligence, assistant, automation, bot, chatbot, flite, leon, nodejs, offline, personal-assistant, privacy, python, speech-recognition, speech-synthesis, speech-to-text, text-to-speech, virtual-assistant, voice-assistant","Organization","MIT License"
"GitHub","https://github.com/dagger/dagger","dagger","dagger/dagger","Automation engine to build, test and ship any codebase. Runs locally, in CI, or directly in the cloud","15437","844","Go","agents, ai, caching, ci-cd, containers, continuous-deployment, continuous-integration, dag, dagger, devops, docker, graphql, workflows","Organization","Apache License 2.0"
"GitHub","https://github.com/getmaxun/maxun","maxun","getmaxun/maxun","✨ The open-source no-code platform for web scraping, crawling, search and AI data extraction • Turn websites into structured APIs in minutes ✨ ","15011","1215","TypeScript","agents, api, automation, browser-automation, crawler, crawling, data-extraction, no-code, nocode, playwright, robotic-process-automation, rpa, scraper, self-hosted, web-scraper, web-scraping, web-search, webscraping","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/vercel-labs/agent-browser","agent-browser","vercel-labs/agent-browser","Browser automation CLI for AI agents","14372","839","TypeScript","","Organization","Apache License 2.0"
"GitHub","https://github.com/triggerdotdev/trigger.dev","trigger.dev","triggerdotdev/trigger.dev","Trigger.dev – build and deploy fully‑managed AI agents and workflows","13667","1017","TypeScript","ai, ai-agent-framework, ai-agents, automation, background-jobs, mcp, mcp-server, nextjs, orchestration, scheduler, serverless, workflow-automation, workflows","Organization","Apache License 2.0"
"GitHub","https://github.com/babalae/better-genshin-impact","better-genshin-impact","babalae/better-genshin-impact","📦BetterGI · 更好的原神 - 自动拾取 | 自动剧情 | 全自动钓鱼(AI) | 全自动七圣召唤 | 自动伐木 | 自动刷本 | 自动采集/挖矿/锄地 | 一条龙 | 全连音游 - UI Automation Testing Tools For Genshin Impact","12589","880","C#","auto-play-game, automatic, genius-invokation-tcg, genshin, genshin-impact, yuanshen","Organization","GNU General Public License v3.0"
"GitHub","https://github.com/nanobrowser/nanobrowser","nanobrowser","nanobrowser/nanobrowser","Open-Source Chrome extension for AI-powered web automation. Run multi-agent workflows using your own LLM API key. Alternative to OpenAI Operator.","12245","1266","TypeScript","agent, ai, ai-agents, ai-tools, automation, browser, browser-automation, browser-use, chrome-extension, comet, dia, extension, manus, mariner, multi-agent, n8n, nano, opensource, playwright, web-automation","Organization","Apache License 2.0"
"GitHub","https://github.com/lightpanda-io/browser","browser","lightpanda-io/browser","Lightpanda: the headless browser designed for AI and automation","11848","356","Zig","browser, browser-automation, cdp, headless, playwright, puppeteer, zig","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/web-infra-dev/midscene","midscene","web-infra-dev/midscene","Driving all platforms UI automation with vision-based model","11712","846","TypeScript","ai, ai-test, browser-use, computer-use, gpt-operator, javascript, phone-use, testing","Organization","MIT License"
"GitHub","https://github.com/microsoft/RD-Agent","RD-Agent","microsoft/RD-Agent","Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report","11184","1285","Python","agent, ai, automation, data-mining, data-science, development, llm, research","Organization","MIT License"
"GitHub","https://github.com/go-vgo/robotgo","robotgo","go-vgo/robotgo","RobotGo, Go Native cross-platform RPA, GUI automation, Auto test and Computer use  @vcaesar","10611","946","Go","ai, auto-test, automation, c, computer-use, go, golang, hook, image, mouse, opencv, robot, robotgo, rpa, window","Organization","Apache License 2.0"
"GitHub","https://github.com/hangwin/mcp-chrome","mcp-chrome","hangwin/mcp-chrome","Chrome MCP Server is a Chrome extension-based Model Context Protocol (MCP) server that exposes your Chrome browser functionality to AI assistants like Claude, enabling complex browser automation, content analysis, and semantic search.","10409","913","TypeScript","","User","MIT License"
"GitHub","https://github.com/bytebot-ai/bytebot","bytebot","bytebot-ai/bytebot","Bytebot is a self-hosted AI desktop agent that automates computer tasks through natural language commands, operating within a containerized Linux desktop environment.","10399","1353","TypeScript","agent, agentic-ai, agents, ai, ai-agents, ai-tools, anthropic, automation, bytebot, computer-use, computer-use-agent, cua, desktop, desktop-automation, docker, gemini, llm, mcp, openai","Organization","Apache License 2.0"
"GitHub","https://github.com/yusufkaraaslan/Skill_Seekers","Skill_Seekers","yusufkaraaslan/Skill_Seekers","Convert documentation websites, GitHub repositories, and PDFs into Claude AI skills with automatic conflict detection","9595","959","Python","ai-tools, ast-parser, automation, claude-ai, claude-skills, code-analysis, conflict-detection, documentation, documentation-generator, github, github-scraper, mcp, mcp-server, multi-source, ocr, pdf, python, web-scraping","User","MIT License"
"GitHub","https://github.com/AirtestProject/Airtest","Airtest","AirtestProject/Airtest","UI Automation Framework for Games and Apps","9151","1398","Python","android, automated-testing, automation, game, ios, test-automation, test-framework, unity3d, windows","Organization","Apache License 2.0"
"GitHub","https://github.com/D4Vinci/Scrapling","Scrapling","D4Vinci/Scrapling","🕷️ An adaptive Web Scraping framework that handles everything from a single request to a full-scale crawl!","9055","555","Python","ai, ai-scraping, automation, crawler, crawling, crawling-python, data, data-extraction, mcp, mcp-server, playwright, python, scraping, selectors, stealth, web-scraper, web-scraping, web-scraping-python, webscraping, xpath","User","BSD 3-Clause "New" or "Revised" License"
"GitHub","https://github.com/ntegrals/openbrowser","openbrowser","ntegrals/openbrowser","Let AI agents browse the web. An autonomous toolkit for browser-based AI agents.","8920","790","TypeScript","ai-agents, automation, claude, playwright, puppeteer, sandbox","User","MIT License"
"GitHub","https://github.com/apify/crawlee-python","crawlee-python","apify/crawlee-python","Crawlee—A web scraping and browser automation library for Python to build reliable crawlers. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with BeautifulSoup, Playwright, and raw HTTP. Both headful and headless mode. With proxy rotation.","8082","619","Python","apify, automation, beautifulsoup, crawler, crawling, hacktoberfest, headless, headless-chrome, pip, playwright, python, scraper, scraping, web-crawler, web-crawling, web-scraping","Organization","Apache License 2.0"
"GitHub","https://github.com/bytedance/flowgram.ai","flowgram.ai","bytedance/flowgram.ai","FlowGram is an extensible workflow development framework with built-in canvas, form, variable, and materials that helps developers build AI workflow platforms faster and simpler.","7697","662","TypeScript","ai, automation, coze, data-flow, diagram, flow, flowchart, graph, integration-framework, javascript, no-code, node-based-ui, react, typescript, typescript-library, visualization, workflow, workflow-automation","Organization","MIT License"
"GitHub","https://github.com/firerpa/lamda","lamda","firerpa/lamda"," The most powerful Android RPA agent framework, next generation of mobile automation robots.","7612","1022","Python","adb, agents, ai, android, appium, automation, dynamic-analysis, frida, magisk, mcp, mcp-server, mobile-security, pentesting, remote-control, reverse-engineering, security, uiautomation, uiautomator2, workflow, xposed","Organization",""
"GitHub","https://github.com/alirezamika/autoscraper","autoscraper","alirezamika/autoscraper","A Smart, Automatic, Fast and Lightweight Web Scraper for Python","7095","716","Python","ai, artificial-intelligence, automation, crawler, machine-learning, python, scrape, scraper, scraping, web-scraping, webautomation, webscraping","User","MIT License"
"GitHub","https://github.com/RayVentura/ShortGPT","ShortGPT","RayVentura/ShortGPT","🚀🎬 ShortGPT - Experimental AI framework for youtube shorts / tiktok channel automation","7094","989","Python","ai, artificial-intelligence, automation, autonomous-agents, content, gpt-4, openai, python, video, video-editing","User","MIT License"
"GitHub","https://github.com/0x4m4/hexstrike-ai","hexstrike-ai","0x4m4/hexstrike-ai","HexStrike AI MCP Agents is an advanced MCP server that lets AI agents (Claude, GPT, Copilot, etc.) autonomously run 150+ cybersecurity tools for automated pentesting, vulnerability discovery, bug bounty automation, and security research. Seamlessly bridge LLMs with real-world offensive security capabilities.","6906","1534","Python","0x4m4, ai, ai-agents, ai-cybersecurity, ai-hacking, ai-penetration-testing, ai-security-tool, artificial-intelligence, ctf-tools, generative-ai, hexstrike, kali-linux, kali-tools, llm, llm-integration, mcp, mcp-server, mcp-tools, pentesting, pentesting-tools","User",""
"GitHub","https://github.com/iflytek/astron-rpa","astron-rpa","iflytek/astron-rpa","Agent-ready RPA suite with out-of-the-box automation tools. Built for individuals and enterprises.","6653","868","Java","agent, ai, astron, automation, enterprise, llm, low-code, mcp, no-code, python, rpa","Organization","Apache License 2.0"
"GitHub","https://github.com/vynect/venom","venom","vynect/venom","🚀 Venom by VYNECT™ — Now part of ERA CONNECT™  Venom is now part of the ERA CONNECT™ ecosystem by VYNECT™, offering a freemium solution for ethical WhatsApp automation.  Automate chats, simulate interactions, and send or receive media — with free usage limits and the option to upgrade to ERA CONNECT PRO for advanced features and stability.","6558","1348","null","ai, ai-bot, bot, bot-javascript, bot-typescript, chat, chatbot, framework, message, orkestral, puppeteer, sulla, venom, whatsapp, whatsapp-api, whatsapp-bot, zap-api, zap-bot","User","Other"
"GitHub","https://github.com/grab/cursor-talk-to-figma-mcp","cursor-talk-to-figma-mcp","grab/cursor-talk-to-figma-mcp","TalkToFigma: MCP integration between Cursor and Figma, allowing Cursor Agentic AI to communicate with Figma for reading designs and modifying them programmatically.","6316","667","TypeScript","agent, agentic, agentic-ai, ai, ai-agents, automation, cursor, design, figma, generative-ai, llm, llms, mcp, model-context-protocol","Organization","MIT License"
"GitHub","https://github.com/0xPlaygrounds/rig","rig","0xPlaygrounds/rig","⚙️🦀 Build modular and scalable LLM Applications in Rust","5984","654","Rust","agent, ai, artificial-intelligence, automation, generative-ai, large-language-model, llm, llmops, rust, scalable-ai","Organization","MIT License"
"GitHub","https://github.com/antiwork/shortest","shortest","antiwork/shortest","QA via natural language AI tests","5512","329","TypeScript","anthropic, automation, chromium, e2e-testing, e2e-tests, end-to-end-testing, javascript, nextjs, playwright, test-automation, testing, testing-framework, testing-tool","Organization","MIT License"
"GitHub","https://github.com/wassupjay/n8n-free-templates","n8n-free-templates","wassupjay/n8n-free-templates"," A curated set of 200+ plug-and-play n8n workflows that fuse classic automation with today’s AI stack—vector DBs, embeddings, and LLMs. Import any JSON, add your creds, hit Activate, and you’re live. Built to demo, prototype, or drop straight into production.","5487","1505","null","automation, automation-templates, integration, n8n, n8n-autom, n8n-template, no-code-ai, no-code-automation","User",""
"GitHub","https://github.com/clusterzx/paperless-ai","paperless-ai","clusterzx/paperless-ai","An automated document analyzer for Paperless-ngx using OpenAI API, Ollama, Deepseek-r1, Azure and all OpenAI API compatible Services to automatically analyze and tag your documents.","5227","255","JavaScript","ai, automation, gemma, llama, mistral, ollama, paperless, paperless-ngx, phi","User","MIT License"
"GitHub","https://github.com/CCOSTAN/Home-AssistantConfig","Home-AssistantConfig","CCOSTAN/Home-AssistantConfig",":house: Home Assistant configuration & Documentation for my Smart House.  Write-ups, videos, part lists, and links throughout. Be sure to :star: it. Updated FREQUENTLY!","5176","501","Python","ai, alexa, automation, codex, codex-skills, hacktoberfest, home-assistant, home-assistant-config, home-automation, homeassistant, homeassistant-config, homeautomation, hue, led-controller, lovelace, smart-home, smarthome, youtube, youtube-videos","User","Other"
"GitHub","https://github.com/AIDC-AI/ComfyUI-Copilot","ComfyUI-Copilot","AIDC-AI/ComfyUI-Copilot","An AI-powered custom node for ComfyUI designed to enhance workflow automation and provide intelligent assistance","4585","283","TypeScript","agent, ai, comfy-ui, comfyui, comfyui-nodes, copilot, deepseek, deepseek-v3, flux, gpt-4, llm-agent, rag, stable-diffusion","Organization","MIT License"
"GitHub","https://github.com/Integuru-AI/Integuru","Integuru","Integuru-AI/Integuru","The first AI agent that builds permissionless integrations through reverse engineering platforms' internal APIs.","4539","360","Python","agent, agents, ai-agent, ai-agents, api, apis, automation, integration, integrations, llm, open-source, openapi, robotic-process-automation, rpa, unofficial-api, unofficial-apis","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/baserow/baserow","baserow","baserow/baserow","Build databases, automations, apps & agents with AI — no code.  Open source platform available on cloud and self-hosted. GDPR, HIPAA, SOC 2 compliant. Best Airtable alternative.","4165","513","Python","airtable, airtable-alternative, airtable-replacement, application-builder, automations, dashboards, database, low-code, no-code, no-code-database, no-code-platform, online-database, postgresql, restful-api, self-hosted, spreadsheet","Organization","Other"
"GitHub","https://github.com/magnitudedev/browser-agent","browser-agent","magnitudedev/browser-agent","Open-source, vision-first browser agent","3958","216","TypeScript","ai, automation, browser, framework, javascipt, playwright, rpa, selenium, test, typescript","Organization","Apache License 2.0"
"GitHub","https://github.com/yuruotong1/autoMate","autoMate","yuruotong1/autoMate","Like Manus, Computer Use Agent(CUA) and Omniparser, we are computer-using agents.AI-driven local automation assistant that uses natural language to make computers work by themselves","3824","476","Python","agent, ai, computeruse, deepseek, manus, ollama, omniparser, openai, openmanus, response, rpa","User","MIT License"
"GitHub","https://github.com/cs-lazy-tools/ChatGPT-On-CS","ChatGPT-On-CS","cs-lazy-tools/ChatGPT-On-CS","基于大模型的智能对话客服工具，支持微信、拼多多、千牛、哔哩哔哩、抖音企业号、抖音、抖店、微博聊天、小红书专业号运营、小红书、知乎等平台接入，可选择 GPT3.5/GPT4.0/ 懒人百宝箱 （后续会支持更多平台），能处理文本、语音和图片，通过插件访问操作系统和互联网等外部资源，支持基于自有知识库定制企业 AI 应用。","3674","450","TypeScript","ai, autohotkey, automation, bilibili, bot, chatgpt, chatgpt4, customer, dify, douyin, fastai, llm, pinduoduo, qianniu, wechat, wechat-bot, weibo, xiaohongshu, zhihu","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/TracecatHQ/tracecat","tracecat","TracecatHQ/tracecat","All-in-one AI automation platform (workflows, agents, cases, tables) for security, IT, and infra teams.","3475","330","Python","automation, event-driven, fastapi, llm, low-code, monitoring, nextjs, openapi, orchestration, pydantic, security, temporalio, workflow-engine","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/YILS-LIN/short-video-factory","short-video-factory","YILS-LIN/short-video-factory","一键生成产品营销与泛内容短视频，AI批量自动剪辑，高颜值跨平台桌面端工具 One click generation of product marketing and general content short videos, AI batch automatic cliping, beautiful cross platform desktop tool","3416","495","TypeScript","ai, automatic, automation, clipping, cross-platform, desktop, linux, mac, marketing, pc, product, shortvideo, tiktok, windows","User","GNU Affero General Public License v3.0"
"GitHub","https://github.com/haris-musa/excel-mcp-server","excel-mcp-server","haris-musa/excel-mcp-server","A Model Context Protocol server for Excel file manipulation","3342","377","Python","ai, automation, excel, llm, mcp, mcp-server, sse, stdio, streamable-http, toolcalling","User","MIT License"
"GitHub","https://github.com/Josh-XT/AGiXT","AGiXT","Josh-XT/AGiXT","AGiXT is a dynamic AI Agent Automation Platform that seamlessly orchestrates instruction management and complex task execution across diverse AI providers. Combining adaptive memory, smart features, and a versatile plugin system, AGiXT delivers efficient and comprehensive AI solutions.","3152","441","Python","agent-llm, agi, agixt, ai, artificial, automation, chromadb, intelligence, llama, llamacpp, llm, llmops, openai, python","User","MIT License"
"GitHub","https://github.com/automagica/automagica","automagica","automagica/automagica","AI-powered Smart Robotic Process Automation 🤖","3083","489","Python","ai, autoit, automagica, automagica-portal, automation, desktop-automation, macros, office-automation, python, robot, rpa, uipath, web-automation","Organization",""
"GitHub","https://github.com/robusta-dev/robusta","robusta","robusta-dev/robusta","Better Prometheus alerts for Kubernetes - smart grouping, AI enrichment, and automatic remediation","2948","292","Python","alerting, alertmanager, automation, containers, dashboard, devops, docker, grafana, kubernetes, kubernetes-dashboard, kubernetes-monitoring, monitoring, monitoring-tool, notifications, observability, prometheus, prometheus-alertmanager, python, runbooks, slack","Organization","MIT License"
"GitHub","https://github.com/pipeshub-ai/pipeshub-ai","pipeshub-ai","pipeshub-ai/pipeshub-ai","PipesHub is a fully extensible and explainable workplace AI platform for enterprise search and workflow automation","2637","410","Python","agent, agents, ai, drive, glean, gmail, knowledge-graph, langchain, langgraph, llamaparse, notion, ollama, perplexity, python, rag, slack","Organization","Apache License 2.0"
"GitHub","https://github.com/VibiumDev/vibium","vibium","VibiumDev/vibium","Browser automation for AI agents and humans","2586","138","Go","","Organization","Apache License 2.0"
"GitHub","https://github.com/oxylabs/oxylabs-ai-studio-py","oxylabs-ai-studio-py","oxylabs/oxylabs-ai-studio-py","Structured data gathering from any website using AI-powered scraper, crawler, and browser automation. Scraping and crawling with natural language prompts. Equip your LLM agents with fresh data. AI Studio python SDK for intelligent web data gathering. ","2467","18","Python","ai-crawler, ai-scraper, ai-scraping, ai-search, ai-tools, ai-web-scraper, proxy-scraper, python-ai, web-scraping, web-scraping-ai, web-scraping-api, web-scraping-python","Organization","MIT License"
"GitHub","https://github.com/av/harbor","harbor","av/harbor","One command brings a complete pre-wired LLM stack with hundreds of services to explore.","2434","163","TypeScript","ai, automation, bash, cli, container, docker, docker-compose, homelab, llm, local, mcp, npm, package, pypi, safetensors, self-hosted, server, tool, tools","User","Apache License 2.0"
"GitHub","https://github.com/moazbuilds/CodeMachine-CLI","CodeMachine-CLI","moazbuilds/CodeMachine-CLI","CodeMachine is an open-source tool that orchestrates AI coding agents into repeatable, long-running workflows. ⚡️","2274","222","TypeScript","ai, automation, cli, cli-tool, code-generation, developer-tools, generative-ai, multi-agent-systems, orchestration, scaffolding, workflow-automation","User","Apache License 2.0"
"GitHub","https://github.com/heilcheng/awesome-agent-skills","awesome-agent-skills","heilcheng/awesome-agent-skills","A curated list of skills, tools, tutorials, and capabilities for AI coding agents (Claude, Codex, Copilot, VS Code)","2260","173","null","agent-skills, ai-agents, ai-development, anthropic, automation, awesome, awesome-list, claude, codex, github-copilot, llm, mcp, openai, productivity, skill-md, vscode","User","MIT License"
"GitHub","https://github.com/0Chencc/CTFCrackTools","CTFCrackTools","0Chencc/CTFCrackTools","The next-generation CTF Swiss Army Knife powered by Rust & Tauri. Features a visual node-based workflow and local AI intelligence for extreme performance and automation.China's first CTFTools framework.","2070","302","Rust","ctf, ctf-tools, cybersecurity, decode, encode, framework, python, rust, toolkit","User","GNU General Public License v3.0"
"GitHub","https://github.com/darrenhinde/OpenAgentsControl","OpenAgentsControl","darrenhinde/OpenAgentsControl","AI agent framework for plan-first development workflows with approval-based execution. Multi-language support (TypeScript, Python, Go, Rust) with automatic testing, code review, and validation built for OpenCode","2067","190","TypeScript","ai-agents, ai-agents-framework, ai-t, automation, code-generation, code-validation, developer-tools, opencode, prompt-engineering","User","MIT License"
"GitHub","https://github.com/ozgrozer/ai-renamer","ai-renamer","ozgrozer/ai-renamer","A Node.js CLI that uses Ollama and LM Studio models (Llava, Gemma, Llama etc.) to intelligently rename files by their contents","2054","138","JavaScript","ai, automation, cli-tool, file-management, file-renamer, files, image-renamer, llama3, lm-studio, machine-learning, ollama, openai, video-renamer","User","GNU General Public License v3.0"
"GitHub","https://github.com/wshobson/commands","commands","wshobson/commands","A collection of production-ready slash commands for Claude Code","1970","225","null","ai, ai-agents, anthropic, automation, claude, claude-code, claude-commands, claudecode, claudecode-config, orchestration, productivity, slash-command, slash-commands, slashcommands, workflows","User","MIT License"
"GitHub","https://github.com/nottelabs/notte","notte","nottelabs/notte","🌸 Best framework to build web agents, and deploy serverless web automation functions on reliable browser infra.","1865","168","Python","agent, ai, anthropic, automation, browser, llm, openai, web","Organization","Other"
"GitHub","https://github.com/aaronjmars/opendia","opendia","aaronjmars/opendia","Connect your browser to AI models. Just use Dia on Chrome, Arc or Firefox.","1776","141","JavaScript","automation, chrome-extension, dia, mcp, npm, npm-package","User","MIT License"
"GitHub","https://github.com/neuron-core/neuron-ai","neuron-ai","neuron-core/neuron-ai","The PHP Agentic Framework to build production-ready AI driven applications. Connect components (LLMs, vector DBs, memory) to agents that can interact with your data. With its modular architecture it's best suited for building RAG, multi-agent workflows, or business process automations.","1692","180","PHP","agent, agentic-ai, agentic-framework, agents, ai, llm, llm-inference, llms, php, vector-database","Organization","MIT License"
"GitHub","https://github.com/natethegreate/hent-AI","hent-AI","natethegreate/hent-AI","Automation of censor bar detection","1691","160","Python","","User","MIT License"
"GitHub","https://github.com/parruda/swarm","swarm","parruda/swarm","Ruby gems for general-purpose AI agent systems: automation, research, data processing, customer support, content creation. SwarmSDK provides single-process orchestration, persistent memory with semantic   search, node workflows, and hooks. SwarmMemory/SwarmCLI included. Claude Swarm v1 for dev teams.","1634","114","Ruby","","User","MIT License"
"GitHub","https://github.com/Turbo1123/roubao","roubao","Turbo1123/roubao","Android Automation Tool Based on Vision-Language Models","1625","174","Kotlin","ai, ai-agents, android, android-automation, kotlin, mobile-agents, mobileagent, phone-automation","User","MIT License"
"GitHub","https://github.com/patched-codes/patchwork","patchwork","patched-codes/patchwork","Agentic AI framework for enterprise workflow automation.","1542","101","Python","automation, codereview, devops, devtools, hacktoberfest, llms, workflows","Organization","GNU Affero General Public License v3.0"
"GitHub","https://github.com/OpenAdaptAI/OpenAdapt","OpenAdapt","OpenAdaptAI/OpenAdapt","Open Source Generative Process Automation (i.e. Generative RPA). AI-First Process Automation with Large ([Language (LLMs) / Action (LAMs) / Multimodal (LMMs)] / Visual Language (VLMs)) Models","1487","217","Python","agents, ai-agents, ai-agents-framework, anthropic, computer-use, generative-process-automation, google-gemini, gpt4o, huggingface, large-action-model, large-language-models, large-multimodal-models, omniparser, openai, process-automation, process-mining, python, segment-anything, transformers, ultralytics","Organization","MIT License"
"GitHub","https://github.com/robocorp/rpaframework","rpaframework","robocorp/rpaframework","Collection of open-source libraries and tools for Robotic Process Automation (RPA), designed to be used with both Robot Framework and Python","1463","266","Python","ai, automation, documentai, nlp, ocr, opencv, python, robocorp, robot, robotframework, rpa, rpa-robots","Organization","Apache License 2.0"
"GitHub","https://github.com/n8n-io/n8n-docs","n8n-docs","n8n-io/n8n-docs","Documentation for n8n, a fair-code licensed automation tool with a free community edition and powerful enterprise options. Build AI functionality into your workflows.","1447","3750","HTML","","Organization","Other"
"GitHub","https://github.com/OpenKore/openkore","openkore","OpenKore/openkore","A free/open source client and automation tool for Ragnarok Online","1445","1192","Perl","ai, automation, bot, game, mmo, mmorpg, perl, ragnarok","Organization","Other"
